Press..dbar._CTD1_28,Depth_m_CTD1_28,Temp_CTD1_28,pH_CTD1_28,Turb_FTU_CTD1_28,Cond_ms_p_cm_CTD1_28,DO_mg_l_CTD1_28,Chl_A_ug_p_l_CTD1_28
7.04,8.89,10.38,8.55,0.4,0.1981,4.79,13.46
7.06,8.91,10.4,8.55,0.46,0.1981,4.78,13.83
7.07,8.92,10.42,8.55,0.46,0.1981,4.78,14.21
7.08,8.93,10.42,8.55,0.46,0.1981,4.78,14.27
7.1,8.95,10.41,8.54,0.46,0.1981,4.78,14.19
7.12,8.97,10.39,8.54,0.49,0.1981,4.76,14.28
7.14,8.99,10.37,8.54,0.46,0.1981,4.76,14.39
7.15,9,10.34,8.54,0.46,0.1981,4.75,14.35
7.17,9.02,10.29,8.54,0.56,0.197,4.75,14.2
7.18,9.03,10.23,8.54,0.59,0.1981,4.75,14.1
7.2,9.05,10.18,8.54,0.68,0.1981,4.75,14.01
7.21,9.06,10.13,8.54,0.68,0.1981,4.75,13.96
7.22,9.07,10.1,8.54,0.56,0.1981,4.73,13.99
7.23,9.08,10.09,8.54,0.52,0.1981,4.73,14.06
7.24,9.09,10.07,8.54,0.52,0.1981,4.71,13.86
7.24,9.09,10.05,8.54,0.52,0.1981,4.71,13.64
7.25,9.1,10.04,8.54,0.65,0.1992,4.71,13.42
7.26,9.11,10.02,8.54,0.59,0.1992,4.71,13.31
7.27,9.12,10,8.54,0.52,0.1981,4.69,13.28
7.28,9.13,9.98,8.53,0.56,0.1992,4.69,13.23
7.29,9.14,9.96,8.53,0.65,0.1992,4.69,13.25
7.31,9.16,9.94,8.53,0.62,0.1992,4.69,13.26
7.32,9.17,9.92,8.53,0.56,0.1992,4.71,13.2
7.33,9.18,9.9,8.53,0.49,0.1992,4.71,13.15
7.35,9.2,9.88,8.53,0.52,0.1992,4.73,13.03
7.35,9.2,9.86,8.53,0.56,0.1992,4.73,12.97
7.36,9.21,9.84,8.53,0.52,0.1992,4.74,12.8
7.38,9.23,9.82,8.53,0.49,0.1992,4.74,12.65
7.4,9.25,9.79,8.53,0.59,0.1992,4.74,12.62
7.41,9.26,9.75,8.53,1.39,0.2003,4.75,12.61
7.44,9.29,9.69,8.53,2.4,0.2003,4.75,12.53
7.45,9.3,9.65,8.53,1.73,0.2003,4.74,12.52
7.48,9.33,9.61,8.53,0.86,0.2003,4.74,12.68
7.5,9.35,9.57,8.52,0.56,0.2003,4.74,12.93
7.53,9.38,9.53,8.52,0.49,0.2014,4.74,13.09
7.55,9.4,9.51,8.52,0.46,0.2014,4.71,13.16
7.56,9.41,9.49,8.52,0.56,0.2014,4.71,13.15
7.56,9.41,9.48,8.52,0.52,0.2014,4.67,13.01
7.56,9.41,9.49,8.52,0.52,0.2014,4.67,12.87
7.56,9.41,9.51,8.52,0.49,0.2014,4.62,12.88
7.56,9.41,9.53,8.52,0.49,0.2003,4.62,12.96
7.55,9.4,9.54,8.52,0.46,0.2003,4.63,12.97
7.56,9.41,9.55,8.52,0.43,0.2003,4.58,12.88
7.56,9.41,9.56,8.52,0.46,0.2003,4.58,12.98
7.56,9.41,9.55,8.52,0.49,0.2003,4.54,13.61
7.56,9.41,9.5,8.52,0.46,0.2014,4.54,14.01
7.56,9.41,9.45,8.51,0.49,0.1992,4.49,13.84
7.56,9.41,9.4,8.51,0.83,0.2003,4.49,13.55
7.57,9.42,9.37,8.51,0.71,0.2003,4.45,13.26
7.57,9.42,9.34,8.51,0.59,0.2003,4.45,12.98
7.57,9.42,9.32,8.51,0.52,0.2003,4.42,12.67
7.57,9.42,9.31,8.51,0.49,0.2003,4.42,12.48
7.56,9.41,9.3,8.51,0.46,0.2003,4.41,12.39
7.56,9.41,9.29,8.51,0.46,0.2003,4.41,12.38
7.57,9.42,9.29,8.51,0.43,0.2003,4.41,12.39
7.57,9.42,9.29,8.51,0.49,0.2003,4.41,12.4
7.57,9.42,9.29,8.51,0.49,0.2003,4.39,12.47
7.57,9.42,9.29,8.51,0.49,0.2003,4.39,12.52
7.57,9.42,9.29,8.51,0.46,0.2003,4.39,12.54
7.57,9.42,9.29,8.51,0.43,0.2003,4.4,12.57
7.57,9.42,9.29,8.51,0.46,0.2003,4.4,12.63
7.57,9.42,9.29,8.51,0.49,0.2003,4.38,12.75
7.57,9.42,9.29,8.5,0.46,0.2003,4.38,13.19
7.58,9.43,9.29,8.5,0.4,0.2003,4.35,13.79
7.58,9.43,9.29,8.5,0.4,0.2003,4.35,13.94
7.58,9.43,9.29,8.5,0.43,0.2014,4.34,13.96
7.58,9.43,9.29,8.5,0.46,0.2014,4.34,14.02
7.57,9.42,9.29,8.5,0.46,0.2003,4.32,14
7.57,9.42,9.29,8.5,0.46,0.2014,4.32,13.89
7.57,9.42,9.29,8.5,0.46,0.2014,4.28,13.64
7.57,9.42,9.29,8.5,0.46,0.2003,4.28,13.35
7.57,9.42,9.31,8.5,0.43,0.2014,4.25,13.02
7.57,9.42,9.32,8.5,0.43,0.2014,4.25,12.62
7.57,9.42,9.33,8.5,0.4,0.2014,4.21,12.44
7.57,9.42,9.33,8.5,0.4,0.2014,4.21,12.36
7.57,9.42,9.33,8.5,0.4,0.2003,4.21,12.34
7.57,9.42,9.32,8.5,0.4,0.2014,4.18,12.35
7.57,9.42,9.32,8.5,0.4,0.2014,4.18,12.35
7.57,9.42,9.34,8.49,0.4,0.2014,4.15,12.29
7.58,9.43,9.37,8.49,0.43,0.2014,4.15,12.27
7.59,9.44,9.35,8.49,0.46,0.2014,4.15,12.26
7.61,9.46,9.34,8.49,0.52,0.2014,4.15,12.28
7.63,9.48,9.35,8.49,0.46,0.2014,4.15,12.34
7.64,9.49,9.34,8.49,0.56,0.2014,4.15,12.42
7.66,9.51,9.33,8.49,0.49,0.2014,4.15,12.48
7.68,9.53,9.3,8.49,0.43,0.2014,4.15,12.7
7.69,9.54,9.27,8.49,0.46,0.2014,4.14,12.97
7.7,9.55,9.25,8.49,0.46,0.2003,4.14,13.1
7.72,9.57,9.23,8.49,0.43,0.2014,4.14,13.09
7.74,9.59,9.21,8.49,0.43,0.2014,4.14,13.01
7.75,9.6,9.19,8.49,0.52,0.2014,4.15,13.05
7.76,9.61,9.17,8.49,0.49,0.2014,4.15,13.12
7.77,9.62,9.15,8.49,0.4,0.2014,4.13,13.18
7.78,9.63,9.14,8.49,0.4,0.2014,4.13,13.19
7.78,9.63,9.12,8.49,0.43,0.2014,4.13,13.21
7.79,9.64,9.11,8.48,0.46,0.2014,4.1,13.22
7.8,9.65,9.1,8.48,0.46,0.2014,4.1,13.27
7.84,9.69,9.09,8.48,0.46,0.2014,4.07,13.41
7.87,9.72,9.07,8.48,0.46,0.2025,4.07,13.4
7.9,9.75,9.06,8.48,0.46,0.2025,4.04,13.3
7.91,9.76,9.02,8.48,0.46,0.2025,4.04,13.21
7.92,9.77,9.03,8.48,0.46,0.2025,4.02,13.12
7.93,9.78,9.05,8.48,0.43,0.2025,4.02,13.13
7.94,9.79,9.08,8.48,0.4,0.2025,3.98,13.17
7.95,9.8,9.09,8.48,0.43,0.2037,3.98,13.15
7.96,9.81,9.08,8.48,0.43,0.2025,3.91,13.14
7.96,9.81,9.06,8.48,0.43,0.2025,3.91,13.31
7.97,9.82,9.03,8.48,0.4,0.2025,3.91,13.93
7.98,9.83,9,8.48,0.43,0.2025,3.86,14.25
8,9.85,8.98,8.48,0.49,0.2025,3.8,14.08
8.01,9.86,8.96,8.48,0.46,0.2025,3.8,13.94
8.02,9.87,8.92,8.48,0.46,0.2025,3.8,13.84
8.05,9.9,8.87,8.48,0.46,0.2025,3.76,13.69
8.07,9.92,8.83,8.47,0.43,0.2037,3.76,13.48
8.08,9.93,8.79,8.47,0.49,0.2037,3.7,13.25
8.1,9.95,8.76,8.47,0.65,0.2048,3.7,13.02
8.11,9.96,8.72,8.47,0.56,0.2048,3.65,12.8
8.13,9.98,8.68,8.47,0.62,0.2037,3.65,12.66
8.14,9.99,8.62,8.47,0.99,0.2048,3.6,12.6
8.15,10,8.59,8.47,0.92,0.2048,3.6,12.69
8.17,10.02,8.57,8.47,1.23,0.2048,3.55,12.7
8.2,10.05,8.54,8.47,1.11,0.2048,3.55,12.64
8.23,10.08,8.5,8.47,0.71,0.2048,3.49,12.49
8.27,10.12,8.47,8.47,0.8,0.2059,3.49,12.24
8.29,10.14,8.43,8.47,0.56,0.2059,3.43,12.11
8.3,10.15,8.41,8.47,0.43,0.2059,3.41,12.16
8.31,10.16,8.39,8.47,0.4,0.2059,3.41,12.19
8.33,10.18,8.37,8.47,0.4,0.2059,3.33,12.1
8.34,10.19,8.36,8.46,0.4,0.2059,3.33,12.08
8.36,10.21,8.34,8.46,0.49,0.2059,3.26,12.02
8.37,10.22,8.33,8.46,0.49,0.2059,3.26,12.05
8.38,10.23,8.31,8.46,0.43,0.2059,3.19,12.14
8.39,10.24,8.3,8.46,0.52,0.207,3.19,12.18
8.41,10.26,8.29,8.46,0.43,0.2059,3.13,12.18
8.42,10.27,8.28,8.46,0.4,0.207,3.13,12.16
8.42,10.27,8.27,8.46,0.4,0.207,3.06,12.33
8.42,10.27,8.27,8.46,0.4,0.2081,3.06,12.84
8.43,10.28,8.26,8.46,0.43,0.207,3.01,12.98
8.43,10.28,8.26,8.46,0.43,0.207,3.01,12.77
8.43,10.28,8.26,8.46,0.4,0.207,2.96,12.57
8.43,10.28,8.26,8.46,0.43,0.207,2.96,12.38
8.43,10.28,8.25,8.46,0.46,0.207,2.91,12.11
8.43,10.28,8.25,8.46,0.43,0.207,2.91,11.79
8.43,10.28,8.24,8.46,0.46,0.2059,2.91,11.5
8.43,10.28,8.24,8.46,0.43,0.207,2.87,11.32
8.46,10.31,8.24,8.45,0.74,0.207,2.86,11.22
8.49,10.34,8.23,8.45,0.71,0.207,2.82,11.26
8.51,10.36,8.23,8.45,0.52,0.207,2.82,11.32
8.54,10.39,8.23,8.45,0.49,0.207,2.77,11.21
8.58,10.43,8.21,8.45,0.49,0.207,2.77,11.04
8.62,10.47,8.18,8.45,0.43,0.207,2.71,10.85
8.66,10.51,8.14,8.45,0.52,0.2081,2.71,10.67
8.67,10.52,8.11,8.45,0.56,0.2081,2.63,10.57
8.69,10.54,8.08,8.45,0.46,0.2081,2.64,10.52
8.7,10.55,8.05,8.45,0.4,0.2081,2.56,10.47
8.73,10.58,8.05,8.45,0.4,0.2081,2.56,10.44
8.74,10.59,8.04,8.45,0.4,0.2092,2.49,10.44
8.76,10.61,8.02,8.45,0.43,0.2092,2.49,10.3
8.78,10.63,8,8.45,0.43,0.2092,2.44,10.16
8.8,10.65,7.97,8.45,0.46,0.2081,2.44,10.1
8.82,10.67,7.95,8.45,1.45,0.2092,2.41,10
8.83,10.68,7.93,8.44,1.08,0.2092,2.41,9.88
8.84,10.69,7.92,8.44,0.59,0.2092,2.41,9.8
8.84,10.69,7.91,8.44,0.46,0.2081,2.35,9.68
8.85,10.7,7.9,8.44,0.46,0.2092,2.35,9.52
8.86,10.71,7.9,8.44,0.43,0.2092,2.28,9.4
8.87,10.72,7.89,8.44,0.43,0.2092,2.28,9.31
8.87,10.72,7.88,8.44,0.4,0.2092,2.22,9.21
8.88,10.73,7.88,8.44,0.4,0.2092,2.22,9.15
8.89,10.74,7.87,8.44,0.4,0.2092,2.16,9.13
8.91,10.76,7.87,8.44,0.4,0.2081,2.16,9.1
8.92,10.77,7.86,8.44,0.4,0.2092,2.11,9.07
8.93,10.78,7.85,8.44,0.4,0.2092,2.11,8.98
8.95,10.8,7.83,8.44,0.37,0.2092,2.06,8.78
8.95,10.8,7.82,8.44,0.37,0.2092,2.06,8.69
8.95,10.8,7.82,8.44,0.34,0.2092,2.02,8.65
8.96,10.81,7.84,8.44,0.34,0.2092,2.02,8.58
8.96,10.81,7.85,8.44,0.37,0.2092,1.98,8.42
8.97,10.82,7.87,8.44,0.34,0.2092,1.98,8.24
8.97,10.82,7.88,8.44,0.34,0.2092,1.98,8.17
8.98,10.83,7.88,8.44,0.34,0.2092,1.95,8.12
8.99,10.84,7.88,8.43,0.34,0.2092,1.95,8.09
9,10.85,7.89,8.43,0.4,0.2092,1.92,8.09
9.01,10.86,7.89,8.43,0.43,0.2092,1.92,8.06
9.03,10.88,7.88,8.43,0.46,0.2092,1.89,8.02
9.04,10.89,7.87,8.43,0.46,0.2092,1.89,7.88
9.05,10.9,7.86,8.43,0.43,0.2092,1.86,7.72
9.07,10.92,7.84,8.43,0.56,0.2092,1.86,7.63
9.08,10.93,7.82,8.43,0.49,0.2092,1.83,7.66
9.09,10.94,7.8,8.43,0.4,0.2092,1.83,7.7
9.09,10.94,7.79,8.43,0.43,0.2092,1.8,7.63
9.1,10.95,7.77,8.43,0.49,0.2092,1.8,7.61
9.11,10.96,7.76,8.43,0.43,0.2103,1.76,7.57
9.11,10.96,7.74,8.43,0.4,0.2092,1.76,7.44
9.12,10.97,7.72,8.43,0.4,0.2092,1.72,7.23
9.13,10.98,7.69,8.43,0.37,0.2103,1.72,7.08
9.14,10.99,7.67,8.43,0.37,0.2092,1.72,6.98
9.15,11,7.63,8.43,0.34,0.2103,1.68,6.8
9.16,11.01,7.61,8.43,0.37,0.2092,1.68,6.58
9.17,11.02,7.58,8.43,0.37,0.2092,1.65,6.38
9.17,11.02,7.55,8.43,0.37,0.2092,1.65,6.19
9.17,11.02,7.53,8.43,0.34,0.2103,1.62,6.12
9.18,11.03,7.51,8.42,0.34,0.2103,1.62,6.08
9.19,11.04,7.5,8.42,0.34,0.2103,1.61,6.02
9.2,11.05,7.48,8.42,0.34,0.2103,1.61,6.01
9.21,11.06,7.47,8.42,0.34,0.2103,1.61,5.95
9.23,11.08,7.46,8.42,0.37,0.2114,1.61,5.81
9.24,11.09,7.45,8.42,0.37,0.2114,1.62,5.63
9.25,11.1,7.44,8.42,0.4,0.2103,1.62,5.53
9.26,11.11,7.42,8.42,0.37,0.2103,1.63,5.46
9.29,11.14,7.41,8.42,0.37,0.2114,1.63,5.42
9.31,11.16,7.4,8.42,0.4,0.2103,1.62,5.43
9.33,11.18,7.38,8.42,0.37,0.2114,1.62,5.51
9.34,11.19,7.36,8.42,0.37,0.2114,1.62,5.64
9.36,11.21,7.34,8.42,0.37,0.2114,1.59,5.74
9.37,11.22,7.33,8.42,0.37,0.2114,1.59,5.83
9.37,11.22,7.32,8.42,0.37,0.2114,1.53,5.83
9.38,11.23,7.31,8.42,0.34,0.2114,1.53,5.66
9.39,11.24,7.29,8.42,0.37,0.2114,1.47,5.49
9.4,11.25,7.28,8.42,0.37,0.2114,1.47,5.64
9.4,11.25,7.27,8.42,0.37,0.2125,1.41,5.89
9.41,11.26,7.26,8.41,0.4,0.2114,1.41,6.01
9.42,11.27,7.26,8.41,0.4,0.2125,1.37,6.11
9.42,11.27,7.25,8.41,0.37,0.2125,1.37,6.21
9.43,11.28,7.24,8.41,0.4,0.2125,1.34,6.19
9.44,11.29,7.24,8.41,0.4,0.2114,1.34,6.13
9.45,11.3,7.23,8.41,0.43,0.2125,1.31,5.98
9.46,11.31,7.22,8.41,0.43,0.2125,1.31,5.85
9.47,11.32,7.22,8.41,0.4,0.2114,1.28,5.66
9.47,11.32,7.21,8.41,0.37,0.2125,1.28,5.54
9.48,11.33,7.21,8.41,0.37,0.2125,1.28,5.54
9.49,11.34,7.21,8.41,0.37,0.2125,1.26,5.51
9.5,11.35,7.2,8.41,0.37,0.2125,1.26,5.53
9.52,11.37,7.19,8.41,0.37,0.2125,1.26,5.61
9.53,11.38,7.18,8.41,0.4,0.2125,1.26,5.69
9.55,11.4,7.18,8.41,0.4,0.2125,1.29,5.71
9.56,11.41,7.17,8.41,0.43,0.2125,1.29,5.73
9.58,11.43,7.16,8.41,0.43,0.2125,1.32,5.65
9.59,11.44,7.15,8.41,0.49,0.2125,1.32,5.78
9.6,11.45,7.14,8.41,0.46,0.2125,1.37,5.94
9.61,11.46,7.14,8.41,0.46,0.2125,1.37,6.11
9.63,11.48,7.13,8.41,0.46,0.2136,1.4,6.23
9.66,11.51,7.12,8.4,0.49,0.2125,1.4,6.33
9.69,11.54,7.11,8.4,1.79,0.2125,1.42,6.41
9.72,11.57,7.1,8.4,1.39,0.2136,1.42,6.71
9.74,11.59,7.08,8.4,0.71,0.2125,1.42,7.26
9.75,11.6,7.07,8.4,0.49,0.2125,1.42,7.76
9.76,11.61,7.06,8.4,0.46,0.2125,1.42,8
9.77,11.62,7.06,8.4,0.49,0.2136,1.39,8.26
9.78,11.63,7.05,8.4,0.49,0.2136,1.39,8.43
9.78,11.63,7.04,8.4,0.49,0.2125,1.36,8.61
9.77,11.62,7.04,8.4,0.49,0.2125,1.36,8.78
9.77,11.62,7.04,8.4,0.46,0.2136,1.33,8.65
9.78,11.63,7.04,8.4,0.46,0.2136,1.33,8.42
9.78,11.63,7.04,8.4,0.43,0.2125,1.3,8.53
9.78,11.63,7.03,8.4,0.49,0.2125,1.3,9.14
9.78,11.63,7.03,8.4,0.52,0.2125,1.28,9.5
9.78,11.63,7.03,8.4,0.56,0.2125,1.28,9.46
9.77,11.62,7.03,8.4,0.56,0.2136,1.26,9.18
9.78,11.63,7.02,8.4,0.56,0.2136,1.26,8.82
9.78,11.63,7.02,8.4,0.52,0.2125,1.25,8.6
9.78,11.63,7.02,8.4,0.56,0.2125,1.25,8.48
9.78,11.63,7.02,8.4,0.56,0.2136,1.25,8.51
9.78,11.63,7.03,8.39,0.52,0.2125,1.24,8.25
9.78,11.63,7.05,8.39,0.49,0.2136,1.23,7.68
9.8,11.65,7.07,8.39,0.49,0.2125,1.23,7.37
9.8,11.65,7.08,8.39,0.56,0.2136,1.23,7.08
9.81,11.66,7.07,8.39,0.86,0.2125,1.22,7.01
9.82,11.67,7.05,8.39,0.89,0.2136,1.22,7.17
9.84,11.69,7.03,8.39,0.65,0.2136,1.21,7.39
9.85,11.7,7.01,8.39,0.62,0.2136,1.21,7.88
9.86,11.71,7,8.39,0.62,0.2136,1.21,8.41
9.87,11.72,6.99,8.39,0.62,0.2125,1.21,8.66
9.89,11.74,7,8.39,0.62,0.2136,1.21,8.96
9.9,11.75,6.99,8.39,0.68,0.2136,1.21,9.05
9.91,11.76,6.98,8.39,0.74,0.2136,1.23,9.17
9.92,11.77,6.97,8.39,0.68,0.2136,1.23,9.22
9.92,11.77,6.95,8.39,0.62,0.2136,1.25,9.08
9.93,11.78,6.93,8.39,0.62,0.2136,1.25,8.99
9.93,11.78,6.92,8.39,0.59,0.2136,1.26,8.97
9.95,11.8,6.9,8.39,0.65,0.2136,1.26,9.15
9.97,11.82,6.88,8.39,0.65,0.2136,1.26,9.23
9.99,11.84,6.86,8.39,0.68,0.2136,1.28,9.68
10.01,11.86,6.84,8.39,0.68,0.2147,1.28,10.13
10.03,11.88,6.82,8.39,0.65,0.2147,1.28,10.35
10.06,11.91,6.8,8.39,0.65,0.2136,1.28,10.56
10.06,11.91,6.79,8.39,0.59,0.2147,1.28,11.29
10.07,11.92,6.78,8.39,0.56,0.2136,1.28,11.9
10.08,11.93,6.77,8.39,0.56,0.2136,1.25,12.2
10.08,11.93,6.75,8.39,0.59,0.2147,1.25,12.26
10.09,11.94,6.74,8.38,0.62,0.2147,1.23,12.32
10.1,11.95,6.73,8.38,0.68,0.2136,1.23,12.41
10.1,11.95,6.72,8.38,0.71,0.2136,1.2,12.65
10.11,11.96,6.72,8.38,0.71,0.2147,1.2,13.06
10.13,11.98,6.71,8.38,0.71,0.2136,1.19,13.44
10.15,12,6.7,8.38,0.68,0.2147,1.19,13.88
10.16,12.01,6.69,8.38,0.77,0.2147,1.19,14.59
10.16,12.01,6.68,8.38,0.77,0.2147,1.19,15.39
10.18,12.03,6.67,8.38,0.8,0.2147,1.19,16.3
10.19,12.04,6.67,8.38,0.89,0.2147,1.19,17.23
10.22,12.07,6.66,8.38,0.96,0.2147,1.19,17.75
10.25,12.1,6.64,8.38,0.96,0.2147,1.19,17.86
10.26,12.11,6.63,8.38,1.02,0.2147,1.19,17.79
10.27,12.12,6.62,8.38,1.05,0.2147,1.19,17.51
10.27,12.12,6.61,8.38,1.11,0.2147,1.19,17.4
10.28,12.13,6.6,8.38,1.08,0.2147,1.19,16.87
10.29,12.14,6.59,8.38,1.08,0.2147,1.19,16.42
10.31,12.16,6.59,8.38,1.02,0.2158,1.17,16.29
10.34,12.19,6.58,8.38,0.92,0.2158,1.17,16.05
10.38,12.23,6.57,8.38,1.05,0.2158,1.16,15.6
10.42,12.27,6.54,8.38,0.86,0.2147,1.16,15.05
10.44,12.29,6.51,8.38,0.8,0.2147,1.14,15.23
10.45,12.3,6.5,8.38,0.77,0.2147,1.14,15.37
10.46,12.31,6.49,8.38,0.74,0.2158,1.12,15.39
10.46,12.31,6.5,8.37,0.74,0.2158,1.12,15.42
10.48,12.33,6.5,8.37,0.74,0.2158,1.08,15.61
10.49,12.34,6.51,8.37,0.77,0.2158,1.08,15.63
10.51,12.36,6.51,8.37,0.83,0.2158,1.08,15.75
10.53,12.38,6.49,8.37,0.83,0.2147,1.06,15.73
10.56,12.41,6.47,8.37,0.8,0.2158,1.03,16.27
10.58,12.43,6.45,8.37,0.8,0.2158,1.03,16.98
10.6,12.45,6.43,8.37,1.33,0.2158,1.03,17.72
10.62,12.47,6.4,8.37,1.17,0.2158,1,18.45
10.63,12.48,6.38,8.37,0.89,0.2158,1,19.02
10.65,12.5,6.36,8.37,0.92,0.2158,0.98,19.18
10.68,12.53,6.34,8.37,0.96,0.2158,0.98,19.14
10.73,12.58,6.32,8.37,1.08,0.2158,0.95,19.23
10.77,12.62,6.28,8.37,1.11,0.2158,0.95,19.99
10.8,12.65,6.24,8.37,1.26,0.2158,0.92,22.19
10.8,12.65,6.22,8.37,1.29,0.2169,0.92,24.24
10.81,12.66,6.22,8.37,1.51,0.2158,0.88,25.87
10.81,12.66,6.22,8.37,1.63,0.2158,0.88,27.17
10.83,12.68,6.22,8.37,1.39,0.2158,0.85,28.18
10.83,12.68,6.22,8.37,1.26,0.2169,0.85,29.35
10.84,12.69,6.22,8.37,1.29,0.2169,0.82,30.65
10.85,12.7,6.22,8.37,1.39,0.2169,0.82,31.56
10.85,12.7,6.22,8.37,1.42,0.2158,0.82,32.31
10.87,12.72,6.21,8.37,1.33,0.2169,0.79,33.14
10.87,12.72,6.21,8.37,1.42,0.2169,0.79,33.8
10.88,12.73,6.2,8.36,1.6,0.2158,0.76,34.2
10.89,12.74,6.19,8.36,1.6,0.2169,0.76,34.56
10.89,12.74,6.18,8.36,1.6,0.2169,0.74,34.77
10.9,12.75,6.17,8.36,1.45,0.2169,0.74,34.97
10.9,12.75,6.16,8.36,1.45,0.2169,0.71,35.12
10.9,12.75,6.16,8.36,1.54,0.2169,0.71,35.07
10.91,12.76,6.15,8.36,1.6,0.2158,0.69,35.01
10.92,12.77,6.14,8.36,1.51,0.2169,0.69,35.01
10.93,12.78,6.14,8.36,1.51,0.2169,0.68,34.84
10.93,12.78,6.13,8.36,1.48,0.2169,0.68,34.53
10.93,12.78,6.13,8.36,1.57,0.2169,0.69,34.4
10.94,12.79,6.14,8.36,1.7,0.2169,0.69,34.28
10.96,12.81,6.14,8.36,1.73,0.2169,0.71,34.86
10.97,12.82,6.13,8.36,1.76,0.2169,0.71,36.15
10.97,12.82,6.12,8.36,1.82,0.2169,0.71,37.53
10.98,12.83,6.1,8.36,1.88,0.2169,0.73,38.67
10.98,12.83,6.09,8.36,1.88,0.2169,0.73,39.34
10.99,12.84,6.07,8.36,1.97,0.2169,0.76,39.39
11,12.85,6.05,8.36,2.07,0.2169,0.76,38.98
11,12.85,6.04,8.36,2.16,0.2169,0.79,38.69
11.01,12.86,6.02,8.36,2.4,0.2169,0.79,38.52
11.02,12.87,6.01,8.36,2.37,0.2169,0.8,38.45
11.04,12.89,6,8.36,2.19,0.2169,0.8,38.69
11.06,12.91,6,8.36,2.07,0.218,0.81,39.36
11.09,12.94,5.99,8.36,2.03,0.2169,0.81,40.4
11.11,12.96,5.96,8.35,2.07,0.218,0.8,41.78
11.12,12.97,5.93,8.35,2.03,0.218,0.8,43.87
11.13,12.98,5.91,8.35,2.07,0.218,0.77,45.81
11.14,12.99,5.9,8.35,2.1,0.218,0.77,47.82
11.16,13.01,5.89,8.35,2.16,0.218,0.73,48.76
11.18,13.03,5.88,8.35,2.22,0.218,0.73,48.97
11.19,13.04,5.87,8.35,2.22,0.218,0.68,49.02
11.22,13.07,5.86,8.35,2.31,0.2169,0.68,49.03
11.24,13.09,5.84,8.35,2.4,0.218,0.68,49.04
11.26,13.11,5.82,8.35,2.59,0.218,0.64,49.04
11.28,13.13,5.8,8.35,2.84,0.218,0.64,49.05
11.29,13.14,5.79,8.35,2.81,0.218,0.6,49.05
11.31,13.16,5.79,8.35,2.77,0.218,0.6,49.05
11.32,13.17,5.78,8.35,2.77,0.218,0.57,49.05
11.34,13.19,5.77,8.35,2.96,0.218,0.57,49.05
11.36,13.21,5.76,8.35,3.11,0.218,0.53,49.05
11.37,13.22,5.76,8.35,3.14,0.218,0.53,49.05
11.39,13.24,5.75,8.35,3.14,0.218,0.5,49.05
11.42,13.27,5.75,8.35,3.21,0.218,0.5,49.05
11.46,13.31,5.74,8.35,3.67,0.218,0.47,49.05
11.48,13.33,5.73,8.35,4.38,0.218,0.47,49.05
11.49,13.34,5.72,8.35,4.96,0.218,0.44,49.05
11.5,13.35,5.7,8.35,5.21,0.218,0.44,49.05
11.51,13.36,5.69,8.35,5.52,0.218,0.41,49.05
11.51,13.36,5.69,8.35,6.04,0.218,0.41,49.05
11.52,13.37,5.69,8.34,6.35,0.218,0.41,49.05
11.53,13.38,5.69,8.34,6.63,0.218,0.39,49.05
11.54,13.39,5.69,8.34,6.53,0.218,0.39,49.05
11.55,13.4,5.69,8.34,7.24,0.218,0.37,49.06
11.56,13.41,5.69,8.34,8.91,0.218,0.37,49.04
11.57,13.42,5.69,8.34,12.58,0.218,0.36,48.23
11.59,13.44,5.68,8.34,14.61,0.218,0.36,46.75
11.61,13.46,5.67,8.34,17.42,0.218,0.35,44.41
11.63,13.48,5.66,8.34,19.14,0.218,0.35,42.14
11.64,13.49,5.63,8.34,20.84,0.218,0.34,41.62
11.65,13.5,5.6,8.34,22.22,0.218,0.34,42.12
